iter	Accuracy	MultiClass
883	0.8228573026	0.4666547079
884	0.8232090428	0.4664635294
885	0.8230347964	0.466293848
886	0.8233832892	0.466146088
887	0.8235575355	0.465967386
888	0.8233800418	0.4658066984
889	0.8233800418	0.4656948914
890	0.8233832892	0.4655619228
891	0.8235575355	0.46540669
892	0.8237317819	0.4652762525
893	0.8239092757	0.4651292127
894	0.8239092757	0.4649173923
895	0.8240867695	0.4647763542
896	0.8240867695	0.4646050856
897	0.8237382767	0.4644369936
898	0.8240900169	0.4643247298
899	0.8240867695	0.4641980416
900	0.8242577685	0.4640745429
901	0.8242577685	0.463952958
902	0.8246095087	0.4638053555
903	0.824783755	0.4636690489
904	0.8247805076	0.4635313864
905	0.8249580014	0.4634174987
906	0.8249580014	0.4633017759
907	0.8249580014	0.4632004469
908	0.8254872354	0.4630253229
909	0.8253097416	0.4628982697
910	0.825483988	0.4627529104
911	0.8256614818	0.4626095752
912	0.8258389756	0.4624901843
913	0.8258389756	0.4623674779
914	0.8258389756	0.4622180277
915	0.8261907157	0.4620546462
916	0.8265424559	0.4618568471
917	0.8263649621	0.4617113023
918	0.8267167023	0.4615557871
919	0.8265392085	0.4614068796
920	0.8261874683	0.4612954397
921	0.8263649621	0.4611228507
922	0.8260132219	0.4609507897
923	0.8263649621	0.4608138545
924	0.8263649621	0.4606614399
925	0.8263649621	0.4605590469
926	0.8270651951	0.4603873045
927	0.8268909487	0.4602515989
928	0.8267134549	0.4601398687
929	0.8267134549	0.4599956852
930	0.8268909487	0.4598668916
931	0.8267134549	0.4597292262
932	0.8272426888	0.4595359789
933	0.8272426888	0.4593914223
934	0.8272426888	0.4591905204
935	0.8272394414	0.459049199
936	0.827765428	0.458880809
937	0.8274169352	0.4587051647
938	0.8274201826	0.4585633311
939	0.827594429	0.4584514279
940	0.8279429218	0.4583100156
941	0.8277621806	0.4581185352
942	0.8279396744	0.4579609808
943	0.827936427	0.4578162256
944	0.827936427	0.4577211454
945	0.8282881672	0.45757214
946	0.8286399073	0.4574091988
947	0.8284656609	0.4572978902
948	0.8286399073	0.4571689083
949	0.8286366599	0.4570086069
950	0.8286399073	0.4569088242
951	0.8291691413	0.4567383742
952	0.8296918804	0.4565593729
953	0.8298726216	0.4564279416
954	0.8296951278	0.4563376123
955	0.8296983752	0.4561852745
956	0.8296918804	0.4560602811
957	0.8303953608	0.4559242583
958	0.8303953608	0.4557747578
959	0.830217867	0.4556428516
960	0.830217867	0.4555052685
961	0.8305728546	0.4553741113
962	0.8305728546	0.4552534917
963	0.8298693742	0.4550903846
964	0.8298693742	0.4549604081
965	0.8302211144	0.4548339
966	0.8303953608	0.4547292634
967	0.8305696072	0.4546263402
968	0.8305696072	0.4544864197
969	0.8309213473	0.454294927
970	0.8307438536	0.4541432126
971	0.8303921134	0.4539905953
972	0.8307438536	0.4538918274
973	0.8305663598	0.453747283
974	0.8309148525	0.4536069088
975	0.8309148525	0.4534774595
976	0.8309180999	0.4533227013
977	0.8312665927	0.4532061146
978	0.8309180999	0.4530579205
979	0.8312665927	0.4529071402
980	0.8310890989	0.4528068267
981	0.8312665927	0.4526747916
982	0.8317925793	0.4525677185
983	0.8319700731	0.4524649868
984	0.8319700731	0.4523566362
985	0.8316215803	0.4522344538
986	0.8319700731	0.4521085477
987	0.8317958267	0.4519362979
988	0.8314473339	0.4518227394
989	0.8317958267	0.4517146865
990	0.8323185658	0.4516010934
991	0.8316150855	0.4514768323
992	0.8321378246	0.4513783217
993	0.8321378246	0.4512376042
994	0.8319635783	0.4511266225
995	0.8323153184	0.4509995862
996	0.8324928122	0.4508552715
997	0.832141072	0.450737363
998	0.8317893319	0.4506082981
999	0.832141072	0.4504802661
1000	0.8319603309	0.4503668272
1001	0.8323153184	0.4502801552
1002	0.8323153184	0.4501373055
1003	0.8323153184	0.4499334966
1004	0.8323153184	0.4498551591
1005	0.8328380576	0.4497227894
1006	0.8328380576	0.4495986266
1007	0.8333640441	0.4494919828
1008	0.8333640441	0.4493624989
1009	0.8331897978	0.4492336251
1010	0.8337190317	0.4490486378
1011	0.8340675245	0.4489312706
1012	0.8337157843	0.4487804118
1013	0.8340642771	0.4486698659
1014	0.8344127699	0.4485551931
1015	0.83476451	0.4484432166
1016	0.83476451	0.4482874133
1017	0.8349387564	0.4481600643
1018	0.8351130028	0.4480539372
1019	0.8345870162	0.4479393914
1020	0.83476451	0.4477855683
1021	0.83476451	0.4476769531
1022	0.8351130028	0.4475358442
1023	0.8354614956	0.4474211666
1024	0.8351130028	0.4472440208
1025	0.8347580152	0.4471255581
1026	0.8347612626	0.4469938245
1027	0.8347612626	0.4468867044
1028	0.8349322616	0.4467389105
1029	0.8351097554	0.4466367798
1030	0.8354582482	0.4465264303
1031	0.8358099883	0.4463883907
1032	0.8363359749	0.4462035964
1033	0.8361584811	0.4460916587
1034	0.8363294801	0.4459552418
1035	0.8365102213	0.4458029192
1036	0.8363359749	0.445693985
1037	0.8366844677	0.4455268343
1038	0.8366779729	0.4453849618
1039	0.8365037265	0.4452317902
1040	0.8363294801	0.4451123378
1041	0.8363327275	0.4450163049
1042	0.8361552337	0.4448482816
1043	0.8361552337	0.444720219
1044	0.8361552337	0.4445946169
1045	0.8361552337	0.4444346896
1046	0.8365037265	0.4442703234
1047	0.8366747255	0.4441194854
1048	0.8365004791	0.4439955261
1049	0.8366779729	0.4438828557
1050	0.8366779729	0.4437404876
1051	0.8366779729	0.4436895505
1052	0.8368522193	0.4435859768
1053	0.8370264656	0.4434376125
1054	0.8368489719	0.4432658817
1055	0.837200712	0.4431076314
1056	0.8375492048	0.4429917244
1057	0.8371942172	0.4429033808
1058	0.8370199708	0.4427957931
1059	0.8371974646	0.4426693744
1060	0.8371974646	0.442551922
1061	0.8377234512	0.4424228227
1062	0.8373684636	0.4422767219
1063	0.8377202038	0.4421643321
1064	0.83754271	0.4420109441
1065	0.8375394626	0.4418686198
1066	0.8377169564	0.4417486246
1067	0.8377169564	0.4415957917
1068	0.8380622018	0.4414342774
1069	0.8380654492	0.4413120254
1070	0.8382396955	0.4411722181
1071	0.8384139419	0.4410373383
1072	0.8385914357	0.4408972511
1073	0.8387656821	0.440738598
1074	0.8387656821	0.4406244448
1075	0.8384171893	0.4404779433
1076	0.8382396955	0.4403809919
1077	0.8382429429	0.4402966985
1078	0.8380654492	0.4401543625
1079	0.8382429429	0.440021168
1080	0.8384204367	0.4399183065
1081	0.8378912028	0.4398315133
1082	0.8382429429	0.4396754466
1083	0.8385979305	0.4395729115
1084	0.8391239171	0.4394106477
1085	0.8392981635	0.4392749147
1086	0.8392949161	0.439143114
1087	0.8391174223	0.4390267278
1088	0.8392949161	0.4389280277
1089	0.8392949161	0.4388510789
1090	0.8392949161	0.438763711
1091	0.8389464233	0.4386363789
1092	0.8391206697	0.4385533018
1093	0.8387721769	0.4383948712
1094	0.8387689295	0.4382927544
1095	0.8389464233	0.4381852349
1096	0.8387721769	0.4380807709
1097	0.8387721769	0.4379541474
1098	0.8389464233	0.4378440345
1099	0.8391206697	0.4377242889
1100	0.8391206697	0.4375930924
1101	0.8394691624	0.4374227323
1102	0.8392949161	0.4372719312
1103	0.8394691624	0.4371440613
1104	0.8392949161	0.437001843
1105	0.8392949161	0.436914869
1106	0.8392949161	0.4367908607
1107	0.8392949161	0.4366699819
1108	0.8392949161	0.4365470203
1109	0.8398176552	0.4364005466
1110	0.8398176552	0.4362587102
1111	0.839995149	0.4361373843
1112	0.839995149	0.4360158354
1113	0.8398209026	0.4359136408
1114	0.8398209026	0.4357633437
1115	0.8398209026	0.4356427181
1116	0.8398209026	0.435575701
1117	0.8398209026	0.4354883336
1118	0.8396466562	0.435336351
1119	0.83982415	0.4352399411
1120	0.8403501366	0.4351284384
1121	0.839995149	0.4350134429
1122	0.8401726428	0.4348921677
1123	0.8401726428	0.4347723492
1124	0.8401726428	0.4346444618
1125	0.8405211356	0.4345420419
1126	0.8405211356	0.4344084011
1127	0.8406953819	0.4343001882
1128	0.8406953819	0.4342095094
1129	0.8401758902	0.4340483979
1130	0.8405276304	0.4339422538
1131	0.840524383	0.433846121
1132	0.8407018767	0.4337553333
1133	0.8406986293	0.4335972767
1134	0.8408728757	0.433481675
1135	0.8413956149	0.4333516747
1136	0.8410438747	0.433236668
1137	0.8417473551	0.4331495115
1138	0.8417473551	0.4329822924
1139	0.8417506024	0.4328500267
1140	0.8415698613	0.4327313545
1141	0.8419216014	0.4326167847
1142	0.8420958478	0.4325116434
1143	0.8422733416	0.4323591027
1144	0.842447588	0.4322343236
1145	0.8429768219	0.4321057021
1146	0.8429703272	0.4319756912
1147	0.8431445735	0.4318671958
1148	0.8433253147	0.4317431533
1149	0.8434995611	0.431630154
1150	0.8431478209	0.4314933191
1151	0.8433220673	0.4313873783
1152	0.8436705601	0.4312899995
1153	0.8436705601	0.4312046342
1154	0.8431445735	0.4310653736
1155	0.8434963137	0.4309685138
1156	0.8438480539	0.4308223877
1157	0.8434963137	0.430647734
1158	0.8436705601	0.4305286047
1159	0.8434963137	0.4304379702
1160	0.8438448065	0.4302937073
1161	0.8438448065	0.4302193126
1162	0.8438448065	0.4301136992
1163	0.8434963137	0.4299814256
1164	0.8434963137	0.4298956473
1165	0.8438448065	0.4297962397
1166	0.8438448065	0.4296261382
1167	0.8436705601	0.429454292
1168	0.8436705601	0.4293696448
1169	0.8440190529	0.429227332
1170	0.8445482868	0.4290773793
1171	0.844199794	0.4289422227
1172	0.844199794	0.4288503293
1173	0.8447225332	0.4287519912
1174	0.8447225332	0.4286405883
1175	0.845071026	0.4285003382
1176	0.8448967796	0.4283483478
1177	0.8448967796	0.4282571749
1178	0.8452485198	0.428190082
1179	0.845071026	0.4280539234
1180	0.8445482868	0.4279589112
1181	0.8447225332	0.4278631719
1182	0.845071026	0.4277317449
1183	0.8448935322	0.4275998467
1184	0.844370793	0.427489563
1185	0.8445450394	0.4273918604
1186	0.844900027	0.427321605
1187	0.8450742734	0.4271974482
1188	0.8450775208	0.4270645986
1189	0.8457777537	0.4268890072
1190	0.8457777537	0.4268062237
1191	0.8459552475	0.4267002436
1192	0.8461262465	0.4265706219
1193	0.8464747393	0.426475912
1194	0.8456035073	0.4263486308
1195	0.8454292609	0.4262077645
1196	0.8461262465	0.4260881214
1197	0.8461262465	0.4259892456
1198	0.8457745063	0.4258797484
1199	0.8459520001	0.4257520225
1200	0.8459520001	0.4256479087
1201	0.8461262465	0.4255114339
1202	0.8464779867	0.4254067275
1203	0.8470072206	0.4252739572
1204	0.847181467	0.4251761744
1205	0.8477139484	0.4249942532
1206	0.8475364546	0.4248947858
1207	0.8475332072	0.424783349
1208	0.847710701	0.4246566084
1209	0.8475364546	0.4245478282
1210	0.8473622082	0.4244402264
1211	0.847710701	0.4243220844
1212	0.8480591937	0.4241829527
1213	0.8480559463	0.4240516517
1214	0.8482334401	0.4239421853
1215	0.8485851803	0.4237970271
1216	0.8485851803	0.4237093851
1217	0.8489401679	0.4235753495
1218	0.8487659215	0.423426311
1219	0.8484141813	0.4232905856
1220	0.8480591937	0.4231814399
1221	0.8484109339	0.4230606965
1222	0.8484109339	0.422920307
1223	0.8484109339	0.4228262531
1224	0.8482366875	0.4227168935
1225	0.8482366875	0.4226054877
1226	0.8484141813	0.4224870318
1227	0.8484141813	0.4223585762
1228	0.8484141813	0.4222272045
1229	0.8482399349	0.4221188451
1230	0.8482399349	0.421968391
1231	0.8482366875	0.4218487885
1232	0.8484141813	0.4217445265
1233	0.8484109339	0.4216392037
1234	0.8482366875	0.4214783272
1235	0.8480624411	0.4213376369
1236	0.8482399349	0.4212457704
1237	0.8487659215	0.4210540517
1238	0.8485884277	0.4209283735
1239	0.8484141813	0.420753838
1240	0.8482366875	0.4205998985
1241	0.8485884277	0.4205022
1242	0.8482366875	0.4203480317
1243	0.8482366875	0.4202227686
1244	0.8484109339	0.4200912638
1245	0.8485851803	0.419980718
1246	0.8489369205	0.419885122
1247	0.8489369205	0.4197711129
1248	0.8492854132	0.4196656898
1249	0.8491079194	0.419541609
1250	0.8492821658	0.419440379
1251	0.8492821658	0.4193468955
1252	0.8492821658	0.4192490587
1253	0.8494564122	0.4191199043
1254	0.8494564122	0.4190097402
1255	0.8496306586	0.4188969717
1256	0.8499823988	0.4187803867
1257	0.8499791514	0.4186930445
1258	0.8501533978	0.4185827024
1259	0.8503308915	0.4184967763
1260	0.8506826317	0.4183768912
1261	0.8506826317	0.4182860498
1262	0.8506826317	0.4181351403
1263	0.8510343719	0.4180035542
1264	0.8510343719	0.4179129881
1265	0.8510343719	0.4178321536
1266	0.8508568781	0.4176783618
1267	0.8508568781	0.4175887215
1268	0.8508568781	0.4174853264
1269	0.8510311245	0.4173682426
1270	0.8512053709	0.4172857609
1271	0.8512053709	0.4171943148
1272	0.8510311245	0.4170939038
1273	0.8508536307	0.4169759941
1274	0.8503276441	0.4168792464
1275	0.8503276441	0.4167365471
1276	0.8505051379	0.4166001207
1277	0.8505051379	0.4165226187
1278	0.8508568781	0.4164249638
1279	0.8510311245	0.4163317256
1280	0.8508568781	0.4162361242
1281	0.8506793843	0.4161181912
1282	0.8508568781	0.4159560229
1283	0.8510311245	0.4158091997
1284	0.8510311245	0.4156989282
1285	0.8506793843	0.4155915749
1286	0.8508568781	0.4154718173
1287	0.8510311245	0.415346592
1288	0.851557111	0.4152385277
1289	0.8513828647	0.4151004179
1290	0.8517313574	0.4149882723
1291	0.8519088512	0.4148849849
1292	0.8517313574	0.4147915907
1293	0.8517313574	0.4146523206
1294	0.8517346048	0.414533404
1295	0.8513828647	0.4144524343
1296	0.8512053709	0.4143857344
1297	0.8517346048	0.4142690009
1298	0.8512086183	0.4141559431
1299	0.8512118657	0.4140544428
1300	0.8512086183	0.4139883436
1301	0.8515603584	0.4138650572
1302	0.8515603584	0.4137721393
1303	0.8517346048	0.4136269972
1304	0.8519120986	0.4135272626
1305	0.852086345	0.4133867523
1306	0.852086345	0.4132521334
1307	0.8520895924	0.4131070235
1308	0.8522638388	0.4130078602
1309	0.8522670862	0.4129293751
1310	0.8522638388	0.4128395092
1311	0.8524413326	0.4127278677
1312	0.852615579	0.4126452989
1313	0.8527898253	0.4125237184
1314	0.8529673191	0.4124236931
1315	0.8527898253	0.4123206946
1316	0.8531415655	0.4122414321
1317	0.8531383181	0.4121337747
1318	0.8529608243	0.4120309552
1319	0.8529640717	0.4119536743
1320	0.8526123316	0.4118433268
1321	0.8524380852	0.4117525588
1322	0.8524380852	0.4116490657
1323	0.8526123316	0.4115578924
1324	0.8527865779	0.4114440163
1325	0.8526123316	0.4113190601
1326	0.8526123316	0.4112033647
1327	0.8527865779	0.4110714413
1328	0.8526090842	0.4109770391
1329	0.8527865779	0.4108595382
1330	0.8526090842	0.4107665538
1331	0.8529575769	0.4106439457
1332	0.8527800831	0.410522513
1333	0.8533060697	0.4103957948
1334	0.8533060697	0.4102749386
1335	0.8533060697	0.4101753071
1336	0.8531318233	0.4100630334
1337	0.8533060697	0.4099755362
1338	0.8533060697	0.4099017701
1339	0.8536545625	0.4098060792
1340	0.8536545625	0.4097007277
1341	0.8536545625	0.409579581
1342	0.8536578099	0.409483092
1343	0.8538320563	0.4093504177
1344	0.8536578099	0.4092334746
1345	0.8536578099	0.409152476
1346	0.8538320563	0.4090399043
1347	0.85400955	0.4089401564
1348	0.8541837964	0.4088222687
1349	0.8543580428	0.4087044161
1350	0.8545290418	0.4085908429
1351	0.855051781	0.4084956714
1352	0.855051781	0.4084099413
1353	0.8547065356	0.4083281388
1354	0.854880782	0.40823547
1355	0.8554067685	0.4081212643
1356	0.8559327551	0.4080518675
1357	0.8559327551	0.4079840992
1358	0.8559327551	0.4079196851
1359	0.8559327551	0.4078257924
1360	0.8554067685	0.4076773079
1361	0.8555810149	0.4075825685
1362	0.8555810149	0.4075132612
1363	0.8557585087	0.4074234153
1364	0.8555810149	0.4073396678
1365	0.8555810149	0.4072705741
1366	0.8557552613	0.4072001586
1367	0.8557552613	0.407082888
1368	0.8557552613	0.4069828394
1369	0.8559295077	0.4069004829
1370	0.8559295077	0.406795738
1371	0.8557552613	0.4067322263
1372	0.8557552613	0.4066566782
1373	0.8559295077	0.4065562535
1374	0.8562812479	0.406493953
1375	0.8557617561	0.4063791403
1376	0.8557617561	0.4062922493
1377	0.8557617561	0.4061710826
1378	0.8561102489	0.406099966
1379	0.8561102489	0.4060145636
1380	0.8562844953	0.4059566602
1381	0.8561102489	0.405873857
1382	0.8561102489	0.4057292865
1383	0.8562844953	0.4056321256
1384	0.8562844953	0.4055156131
1385	0.8568104818	0.4054464685
1386	0.856632988	0.4053442565
1387	0.8566362354	0.4052422255
1388	0.8566362354	0.4051295858
1389	0.8566362354	0.4050352939
1390	0.8566362354	0.4049765858
1391	0.8569847282	0.4048559786
1392	0.8569847282	0.4047706687
1393	0.857162222	0.4046963577
1394	0.8575107147	0.4045692126
1395	0.8573364684	0.4044944376
1396	0.8566362354	0.4043582176
1397	0.8576817137	0.4042656053
1398	0.8573299736	0.4041150306
1399	0.8575074674	0.4040332038
1400	0.8578559601	0.4039395815
1401	0.8576817137	0.4038428014
1402	0.8578559601	0.4037525889
1403	0.8582044529	0.4036487352
1404	0.8585529457	0.4035192595
1405	0.8585529457	0.403430806
1406	0.8585529457	0.4032852499
1407	0.8585529457	0.4031877657
1408	0.8583754519	0.4031046099
1409	0.8587239447	0.4030192222
1410	0.8589014384	0.4029079609
1411	0.8590789322	0.402810713
1412	0.8587271921	0.4027119714
1413	0.8590789322	0.4026248867
1414	0.8592531786	0.4025079024
1415	0.8594306724	0.4023652957
1416	0.8594306724	0.4022557649
1417	0.8587336868	0.4021329171
1418	0.8590821796	0.4020391101
1419	0.859256426	0.4019549434
1420	0.859256426	0.4018841595
1421	0.8589046858	0.4017794196
1422	0.8587336868	0.4016925113
1423	0.8589079332	0.4016249382
1424	0.8594339198	0.4014912753
1425	0.8596081662	0.4013867627
1426	0.8596114136	0.4012731013
1427	0.8594339198	0.4011484767
1428	0.8597824126	0.4010020409
1429	0.8597824126	0.4008927818
1430	0.8597824126	0.4007733556
1431	0.8599566589	0.4006876614
1432	0.8597791652	0.4005868673
1433	0.8597791652	0.4005180285
1434	0.8599534115	0.400398777
1435	0.859427425	0.4002649492
1436	0.859427425	0.4001670762
1437	0.859427425	0.4001072387
1438	0.8597759178	0.4000098228
1439	0.8597759178	0.3999299006
1440	0.8597759178	0.3998351505
1441	0.8599501642	0.3997405933
1442	0.8597759178	0.3996362195
1443	0.8599501642	0.3995125578
1444	0.8603019043	0.399430283
1445	0.8601244105	0.3993276962
1446	0.8601244105	0.3992471938
1447	0.8599469168	0.3991451884
1448	0.8599469168	0.399049541
1449	0.8601244105	0.3989536766
1450	0.8599501642	0.3988662841
1451	0.8599501642	0.3987355356
1452	0.8601276579	0.3986152181
1453	0.8603019043	0.3985312798
1454	0.8604793981	0.3984229132
1455	0.8606568919	0.39830023
1456	0.8606568919	0.398212218
1457	0.8603051517	0.3980533137
1458	0.8606568919	0.3979230122
1459	0.8608278909	0.397795974
1460	0.8604793981	0.397700243
1461	0.8608278909	0.3975952051
1462	0.8610053847	0.3974544172
1463	0.8610053847	0.3973692567
1464	0.8608278909	0.3972503292
1465	0.8610021373	0.3971777663
1466	0.8610021373	0.3971173258
1467	0.8610021373	0.3970206203
1468	0.86135063	0.3969198235
1469	0.86135063	0.3968274674
1470	0.86135063	0.3967358453
1471	0.86135063	0.3966446096
1472	0.86135063	0.3965889603
1473	0.86135063	0.396451172
1474	0.8615281238	0.3963255729
1475	0.8613538774	0.3962352054
1476	0.8613538774	0.3961387076
1477	0.8618831114	0.3959987854
1478	0.8622348516	0.3958748165
1479	0.8620573578	0.3957383199
1480	0.8624090979	0.3956447386
1481	0.8624090979	0.3955585297
1482	0.8627575907	0.3954620804
1483	0.8627575907	0.3953391094
1484	0.8629350845	0.3952593694
1485	0.8627575907	0.3951814415
1486	0.8625833443	0.3950936882
1487	0.8624090979	0.3950031118
1488	0.8624090979	0.39492237
1489	0.8622316042	0.3948495237
1490	0.8622316042	0.3947388817
1491	0.8622316042	0.3946457368
1492	0.8624058505	0.3945555739
1493	0.8625800969	0.3944790157
1494	0.8625800969	0.3943806485
1495	0.8629350845	0.3942784814
1496	0.8629350845	0.3942045712
1497	0.8627608381	0.3941198563
1498	0.8627608381	0.3940253289
1499	0.8627608381	0.3939458342
1500	0.8627608381	0.3938581176
1501	0.8627608381	0.3937775722
1502	0.8627608381	0.3936736467
1503	0.8631093309	0.3935689482
1504	0.8631093309	0.3935043511
1505	0.8629350845	0.3933839395
1506	0.8627608381	0.3933125153
1507	0.8627608381	0.3932091107
1508	0.8634610711	0.3930703978
1509	0.8638095638	0.3929895719
1510	0.8636353174	0.3928730312
1511	0.8639838102	0.3927839919
1512	0.8641580566	0.3926425032
1513	0.8641580566	0.3925578506
1514	0.8639838102	0.3924361655
1515	0.8639838102	0.3923704862
1516	0.8646807958	0.3922434768
1517	0.8646807958	0.3921615846
1518	0.8646807958	0.3920565127
1519	0.8646807958	0.391980934
1520	0.8652067823	0.3919116632
1521	0.8652067823	0.3918145333
1522	0.8655552751	0.3917538854
1523	0.8655552751	0.3916580436
1524	0.8655520277	0.3915804454
1525	0.8657295215	0.3915032569
1526	0.8655520277	0.3913731783
1527	0.8653810287	0.3912516836
1528	0.8655552751	0.3911545711
1529	0.8655552751	0.3910966566
1530	0.8655552751	0.3910237484
1531	0.8655552751	0.3909256631
1532	0.8655552751	0.390842786
1533	0.8655552751	0.3907618134
1534	0.8659070153	0.3906282196
1535	0.8659070153	0.3905459052
1536	0.8657327689	0.3904695046
1537	0.8657327689	0.3903728111
1538	0.8657327689	0.3903104188
1539	0.8659070153	0.3902168369
1540	0.8657327689	0.3901570757
1541	0.8657327689	0.3900687229
1542	0.8662587554	0.3899504819
1543	0.8664362492	0.3898513195
1544	0.8664362492	0.3897590677
1545	0.8662620028	0.3896449273
1546	0.8662620028	0.3895494551
1547	0.8662620028	0.3894932756
1548	0.8662620028	0.389371517
1549	0.866084509	0.389258412
1550	0.866084509	0.3891567786
1551	0.866084509	0.3890595994
1552	0.8659102627	0.3889342095
1553	0.8662587554	0.3888254743
1554	0.8666104956	0.3887220798
1555	0.8664362492	0.3886115691
1556	0.8664362492	0.3885592224
1557	0.8662587554	0.3884439561
1558	0.866784742	0.3883000595
1559	0.866784742	0.3882252651
1560	0.8666072482	0.388135688
1561	0.866784742	0.3880282397
1562	0.8666104956	0.3879212751
1563	0.8666104956	0.3877808927
1564	0.8667879894	0.3876655359
1565	0.8669654832	0.3875676754
1566	0.8669654832	0.3874665957
1567	0.867142977	0.3873715013
1568	0.8674914697	0.3872739849
1569	0.8676657161	0.3871920612
1570	0.8678432099	0.3871000846
1571	0.8683691965	0.3869824833
1572	0.8681917027	0.3869190346
1573	0.8680207037	0.3868133943
1574	0.8681949501	0.3866804398
1575	0.8683691965	0.3866056922
1576	0.8683691965	0.3865266176
1577	0.8683691965	0.3864470163
1578	0.8683691965	0.3863664962
1579	0.8681917027	0.3862498646
1580	0.8685466902	0.3861620511
1581	0.8685466902	0.3860418965
1582	0.8687176892	0.3859007723
1583	0.8687176892	0.3858055193
1584	0.8685401954	0.3857079569
1585	0.8683659491	0.385606662
1586	0.8683627017	0.3855393434
1587	0.868895183	0.385465927
1588	0.8690694294	0.3853710025
1589	0.8690694294	0.3852644407
1590	0.8688919356	0.3851611166
1591	0.8688919356	0.3850476135
1592	0.8688919356	0.3849849236
1593	0.8688886882	0.3849300635
1594	0.8688854408	0.3848069061
1595	0.8690629346	0.3847356191
1596	0.8688854408	0.3846133084
1597	0.8688854408	0.3845418389
1598	0.8690596872	0.384456709
1599	0.8694114274	0.3843222871
1600	0.8692339336	0.3841690073
1601	0.86940818	0.384047934
1602	0.8692339336	0.3839807754
1603	0.8695856738	0.3838883052
1604	0.8699374139	0.3837883266
1605	0.8699374139	0.3837027203
1606	0.8701149077	0.3835917506
1607	0.8702891541	0.3835125463
1608	0.8702891541	0.3834152092
1609	0.8701149077	0.3833267873
1610	0.8699374139	0.3832340582
1611	0.8701116603	0.3831549892
1612	0.8706408943	0.3830772683
1613	0.8708151407	0.3829839188
1614	0.870989387	0.3829090865
1615	0.8711668808	0.3828238395
1616	0.8708151407	0.3827505877
1617	0.870989387	0.3826531615
1618	0.870989387	0.3825306054
1619	0.8711668808	0.3824566502
1620	0.870989387	0.3824041539
1621	0.870989387	0.382283231
1622	0.8711668808	0.3822045358
1623	0.8711668808	0.3821129049
1624	0.870989387	0.3820301929
1625	0.870989387	0.3819467153
1626	0.8713443746	0.3818697508
1627	0.870989387	0.3817886266
1628	0.871518621	0.3817048483
1629	0.8716928674	0.3816096366
1630	0.8720446075	0.3815126601
1631	0.8722188539	0.3814052703
1632	0.8722188539	0.381328502
1633	0.8723931003	0.3812447235
1634	0.8723898529	0.3811144829
1635	0.8725673467	0.3810538181
1636	0.8722188539	0.3809464972
1637	0.8723931003	0.3808307415
1638	0.8722221013	0.3807277008
1639	0.8723963477	0.3806081431
1640	0.8723963477	0.380532715
1641	0.8727448405	0.38040169
1642	0.8725673467	0.3802721688
1643	0.8729190869	0.3801516576
1644	0.8729190869	0.380061661
1645	0.8729223343	0.3799623808
1646	0.8729223343	0.3798782884
1647	0.8729223343	0.3797964756
1648	0.8729223343	0.3797530864
1649	0.8730965807	0.3796851155
1650	0.8734483208	0.3796053476
1651	0.8730965807	0.3794953385
1652	0.873270827	0.3794066336
1653	0.8734450734	0.3793092342
1654	0.8737968136	0.379194805
1655	0.8736193198	0.3791251564
1656	0.8736193198	0.3790082608
1657	0.8734450734	0.3789471761
1658	0.8734450734	0.3788758254
1659	0.8734450734	0.378772486
1660	0.8736225672	0.3786903145
1661	0.8734483208	0.3786084831
1662	0.8736225672	0.3784777359
1663	0.8737968136	0.3783891345
1664	0.8741453064	0.3783129685
1665	0.8743195528	0.3782319496
1666	0.8737968136	0.3781224511
1667	0.8741485538	0.3780260312
1668	0.8736225672	0.3779734588
1669	0.8734450734	0.3779156673
1670	0.8737935662	0.3778374978
1671	0.8737935662	0.377739976
1672	0.8736193198	0.3776660299
1673	0.8734450734	0.3775773435
1674	0.8736225672	0.3774959969
1675	0.8736225672	0.3774385589
1676	0.87397106	0.377330769
1677	0.8744970465	0.3772215519
1678	0.8744970465	0.3771481051
1679	0.8743228002	0.3770575541
1680	0.8744970465	0.3769657019
1681	0.8746745403	0.3768743115
1682	0.8748520341	0.3767690853
1683	0.8748520341	0.3766900639
1684	0.8748520341	0.3766229731
1685	0.8748520341	0.3765505276
1686	0.8750262805	0.3764696036
1687	0.8750262805	0.3763808494
1688	0.8752005269	0.3763148091
1689	0.8752005269	0.3762203782
1690	0.8753747733	0.3761193613
1691	0.8753747733	0.3760428842
1692	0.8750230331	0.3759914345
1693	0.8750230331	0.3758613367
1694	0.8750197857	0.3757463901
1695	0.8753715259	0.3756716507
1696	0.8753682785	0.3755798798
1697	0.8755425249	0.3754827102
1698	0.8755457723	0.3754003425
1699	0.8753682785	0.3752845821
1700	0.8751907847	0.3752088956
1701	0.8750165383	0.3751380923
1702	0.8748390445	0.3749970505
1703	0.8750165383	0.3749129498
1704	0.8751907847	0.3748438722
1705	0.8755457723	0.3747669731
1706	0.8755457723	0.3747187074
1707	0.8755457723	0.3746620918
1708	0.8755457723	0.3745967763
1709	0.8755457723	0.3745216354
1710	0.8760717588	0.3744120708
1711	0.8760717588	0.3743465724
1712	0.875894265	0.3742625503
1713	0.8762492526	0.3741694011
1714	0.8760717588	0.3740510286
1715	0.8760717588	0.3739671566
1716	0.8760717588	0.3738909448
1717	0.8762460052	0.3738170581
1718	0.8762460052	0.3737393189
1719	0.8760717588	0.3736597839
1720	0.8760717588	0.3735594565
