iter	Passed	Remaining
741	5394	9146
742	5402	9139
743	5408	9130
744	5415	9123
745	5423	9116
746	5430	9108
747	5438	9102
748	5444	9093
749	5452	9086
750	5458	9078
751	5465	9070
752	5471	9061
753	5478	9054
754	5485	9045
755	5491	9036
756	5499	9029
757	5506	9021
758	5513	9014
759	5520	9006
760	5526	8998
761	5533	8990
762	5540	8981
763	5547	8974
764	5553	8965
765	5560	8957
766	5567	8949
767	5573	8941
768	5580	8932
769	5586	8924
770	5593	8915
771	5599	8907
772	5606	8898
773	5612	8890
774	5619	8882
775	5626	8874
776	5633	8867
777	5640	8859
778	5647	8851
779	5653	8842
780	5660	8834
781	5666	8826
782	5673	8817
783	5680	8810
784	5686	8801
785	5693	8794
786	5700	8786
787	5707	8779
788	5715	8772
789	5722	8764
790	5729	8756
791	5735	8748
792	5742	8740
793	5749	8733
794	5756	8724
795	5763	8718
796	5770	8709
797	5777	8702
798	5784	8694
799	5791	8686
800	5797	8678
801	5804	8670
802	5811	8662
803	5817	8654
804	5824	8645
805	5830	8636
806	5836	8628
807	5843	8620
808	5849	8612
809	5857	8604
810	5863	8596
811	5870	8589
812	5877	8581
813	5884	8573
814	5891	8565
815	5898	8558
816	5904	8550
817	5911	8542
818	5917	8533
819	5924	8525
820	5931	8517
821	5937	8509
822	5944	8501
823	5951	8493
824	5975	8510
825	5983	8504
826	5991	8497
827	5998	8490
828	6006	8484
829	6013	8476
830	6020	8469
831	6027	8462
832	6035	8454
833	6041	8447
834	6048	8439
835	6055	8431
836	6062	8424
837	6069	8416
838	6076	8408
839	6083	8401
840	6090	8393
841	6097	8386
842	6105	8379
843	6111	8371
844	6118	8363
845	6125	8355
846	6132	8347
847	6139	8340
848	6146	8332
849	6153	8325
850	6160	8317
851	6167	8310
852	6174	8303
853	6181	8295
854	6189	8288
855	6195	8280
856	6202	8273
857	6210	8265
858	6217	8258
859	6226	8253
860	6234	8247
861	6241	8239
862	6247	8231
863	6254	8224
864	6261	8216
865	6269	8209
866	6275	8201
867	6282	8193
868	6289	8186
869	6298	8180
870	6305	8173
871	6312	8165
872	6318	8157
873	6325	8149
874	6332	8141
875	6339	8134
876	6346	8127
877	6354	8119
878	6360	8112
879	6367	8104
880	6374	8096
881	6381	8088
882	6388	8081
883	6395	8073
884	6402	8066
885	6408	8058
886	6415	8050
887	6423	8043
888	6430	8035
889	6437	8028
890	6444	8020
891	6451	8013
892	6458	8006
893	6466	7999
894	6472	7991
895	6479	7983
896	6486	7975
897	6493	7968
898	6500	7960
899	6506	7952
900	6513	7944
901	6520	7937
902	6527	7930
903	6534	7922
904	6542	7915
905	6549	7908
906	6555	7900
907	6563	7893
908	6570	7885
909	6576	7877
910	6584	7870
911	6591	7863
912	6598	7855
913	6605	7847
914	6612	7840
915	6619	7833
916	6626	7826
917	6634	7819
918	6641	7812
919	6648	7804
920	6683	7829
921	6690	7822
922	6698	7816
923	6705	7808
924	6712	7801
925	6719	7793
926	6727	7787
927	6734	7779
928	6741	7772
929	6748	7764
930	6755	7757
931	6764	7751
932	6774	7746
933	6782	7741
934	6791	7735
935	6799	7729
936	6808	7723
937	6816	7717
938	6822	7709
939	6830	7702
940	6837	7695
941	6845	7689
942	6853	7681
943	6861	7675
944	6869	7668
945	6876	7661
946	6884	7654
947	6892	7648
948	6899	7641
949	6907	7635
950	6915	7627
951	6922	7620
952	6930	7613
953	6937	7606
954	6944	7598
955	6952	7591
956	6959	7585
957	6968	7579
958	6975	7572
959	6983	7565
960	6991	7558
961	6998	7551
962	7005	7543
963	7013	7537
964	7021	7530
965	7029	7524
966	7036	7517
967	7044	7509
968	7051	7502
969	7058	7495
970	7066	7488
971	7074	7482
972	7081	7475
973	7089	7468
974	7097	7461
975	7104	7454
976	7112	7447
977	7120	7440
978	7127	7433
979	7135	7427
980	7143	7420
981	7150	7413
982	7158	7406
983	7165	7398
984	7174	7392
985	7181	7385
986	7189	7378
987	7196	7371
988	7205	7365
989	7212	7358
990	7219	7350
991	7227	7343
992	7234	7336
993	7242	7329
994	7249	7322
995	7256	7315
996	7264	7307
997	7271	7301
998	7279	7294
999	7287	7287
1000	7294	7279
1001	7301	7272
1002	7309	7265
1003	7316	7257
1004	7323	7250
1005	7331	7243
1006	7338	7236
1007	7346	7229
1008	7353	7222
1009	7361	7215
1010	7368	7208
1011	7375	7200
1012	7383	7193
1013	7390	7186
1014	7397	7179
1015	7405	7172
1016	7412	7164
1017	7420	7157
1018	7427	7150
1019	7434	7143
1020	7441	7135
1021	7449	7128
1022	7456	7121
1023	7464	7114
1024	7471	7107
1025	7479	7100
1026	7487	7093
1027	7494	7086
1028	7501	7078
1029	7509	7072
1030	7517	7064
1031	7524	7058
1032	7532	7050
1033	7539	7043
1034	7547	7036
1035	7554	7029
1036	7561	7022
1037	7568	7014
1038	7575	7007
1039	7582	6999
1040	7589	6991
1041	7596	6984
1042	7604	6977
1043	7611	6969
1044	7619	6962
1045	7626	6955
1046	7634	6948
1047	7640	6941
1048	7648	6933
1049	7654	6925
1050	7661	6918
1051	7668	6910
1052	7675	6903
1053	7682	6895
1054	7690	6888
1055	7697	6881
1056	7704	6873
1057	7711	6866
1058	7719	6859
1059	7725	6851
1060	7732	6843
1061	7739	6836
1062	7747	6829
1063	7754	6821
1064	7761	6813
1065	7767	6805
1066	7774	6798
1067	7781	6790
1068	7788	6783
1069	7795	6775
1070	7801	6767
1071	7808	6759
1072	7814	6751
1073	7821	6743
1074	7828	6736
1075	7835	6728
1076	7841	6720
1077	7848	6712
1078	7855	6705
1079	7862	6698
1080	7869	6690
1081	7876	6682
1082	7883	6675
1083	7890	6667
1084	7897	6660
1085	7904	6652
1086	7910	6644
1087	7918	6637
1088	7926	6630
1089	7933	6623
1090	7941	6616
1091	7947	6608
1092	7954	6600
1093	7961	6593
1094	7967	6585
1095	7975	6577
1096	7982	6570
1097	7989	6563
1098	7996	6556
1099	8003	6548
1100	8025	6552
1101	8032	6545
1102	8039	6538
1103	8046	6530
1104	8053	6522
1105	8060	6515
1106	8067	6507
1107	8074	6500
1108	8081	6492
1109	8103	6497
1110	8110	6490
1111	8118	6483
1112	8125	6475
1113	8132	6468
1114	8141	6461
1115	8148	6454
1116	8155	6447
1117	8163	6439
1118	8170	6432
1119	8177	6425
1120	8184	6417
1121	8191	6410
1122	8198	6402
1123	8205	6395
1124	8213	6387
1125	8220	6380
1126	8227	6373
1127	8234	6365
1128	8240	6357
1129	8247	6349
1130	8254	6342
1131	8261	6334
1132	8268	6327
1133	8275	6320
1134	8282	6312
1135	8290	6305
1136	8296	6297
1137	8303	6289
1138	8310	6281
1139	8316	6274
1140	8323	6266
1141	8330	6258
1142	8336	6250
1143	8343	6243
1144	8351	6236
1145	8359	6229
1146	8369	6224
1147	8377	6217
1148	8386	6211
1149	8393	6204
1150	8401	6197
1151	8409	6190
1152	8417	6183
1153	8425	6176
1154	8433	6169
1155	8440	6162
1156	8448	6155
1157	8455	6148
1158	8463	6141
1159	8470	6133
1160	8477	6126
1161	8485	6119
1162	8493	6112
1163	8501	6106
1164	8509	6099
1165	8518	6092
1166	8525	6085
1167	8533	6078
1168	8541	6071
1169	8548	6064
1170	8555	6057
1171	8563	6050
1172	8571	6043
1173	8579	6036
1174	8587	6029
1175	8593	6021
1176	8601	6014
1177	8608	6006
1178	8615	5999
1179	8622	5991
1180	8629	5984
1181	8637	5977
1182	8644	5970
1183	8652	5963
1184	8660	5956
1185	8667	5949
1186	8675	5941
1187	8682	5934
1188	8689	5927
1189	8697	5920
1190	8704	5912
1191	8711	5905
1192	8719	5898
1193	8726	5890
1194	8734	5883
1195	8741	5876
1196	8748	5869
1197	8756	5861
1198	8763	5854
1199	8770	5846
1200	8776	5839
1201	8783	5831
1202	8790	5823
1203	8797	5816
1204	8805	5809
1205	8812	5801
1206	8819	5794
1207	8827	5787
1208	8834	5779
1209	8841	5772
1210	8849	5765
1211	8857	5758
1212	8864	5751
1213	8871	5744
1214	8879	5736
1215	8886	5729
1216	8894	5722
1217	8901	5714
1218	8908	5707
1219	8916	5700
1220	8922	5692
1221	8929	5684
1222	8935	5677
1223	8943	5669
1224	8950	5662
1225	8958	5655
1226	8965	5648
1227	8972	5640
1228	8979	5633
1229	8986	5625
1230	8993	5618
1231	9000	5610
1232	9008	5603
1233	9015	5596
1234	9023	5589
1235	9030	5581
1236	9037	5574
1237	9045	5567
1238	9052	5560
1239	9059	5552
1240	9067	5545
1241	9074	5538
1242	9081	5531
1243	9089	5523
1244	9097	5516
1245	9103	5508
1246	9110	5501
1247	9117	5493
1248	9124	5486
1249	9130	5478
1250	9137	5470
1251	9143	5462
1252	9150	5455
1253	9157	5448
1254	9164	5440
1255	9171	5433
1256	9178	5425
1257	9185	5418
1258	9192	5410
1259	9200	5403
1260	9207	5395
1261	9214	5388
1262	9221	5380
1263	9228	5373
1264	9235	5365
1265	9242	5358
1266	9249	5351
1267	9256	5343
1268	9263	5336
1269	9271	5329
1270	9278	5321
1271	9313	5330
1272	9320	5323
1273	9328	5315
1274	9335	5308
1275	9343	5301
1276	9349	5293
1277	9356	5285
1278	9363	5278
1279	9370	5270
1280	9377	5263
1281	9384	5255
1282	9391	5248
1283	9397	5240
1284	9405	5233
1285	9412	5225
1286	9419	5218
1287	9425	5210
1288	9433	5203
1289	9440	5195
1290	9447	5188
1291	9454	5180
1292	9460	5173
1293	9467	5165
1294	9474	5158
1295	9481	5150
1296	9488	5143
1297	9495	5135
1298	9502	5127
1299	9510	5120
1300	9517	5113
1301	9525	5106
1302	9532	5098
1303	9539	5091
1304	9547	5084
1305	9556	5078
1306	9562	5070
1307	9569	5062
1308	9577	5055
1309	9585	5048
1310	9592	5041
1311	9601	5034
1312	9611	5028
1313	9618	5021
1314	9625	5014
1315	9632	5006
1316	9639	4999
1317	9646	4991
1318	9652	4983
1319	9660	4976
1320	9667	4969
1321	9675	4962
1322	9683	4954
1323	9689	4947
1324	9696	4939
1325	9703	4932
1326	9709	4924
1327	9716	4916
1328	9723	4909
1329	9730	4901
1330	9737	4894
1331	9744	4886
1332	9751	4879
1333	9758	4872
1334	9765	4864
1335	9772	4856
1336	9779	4849
1337	9786	4842
1338	9793	4834
1339	9801	4827
1340	9807	4819
1341	9815	4812
1342	9822	4805
1343	9829	4797
1344	9836	4790
1345	9842	4782
1346	9849	4774
1347	9856	4767
1348	9863	4759
1349	9871	4752
1350	9877	4745
1351	9884	4737
1352	9891	4730
1353	9898	4722
1354	9905	4715
1355	9912	4707
1356	9918	4699
1357	9925	4692
1358	9932	4684
1359	9939	4677
1360	9946	4669
1361	9953	4662
1362	9960	4655
1363	9966	4647
1364	9973	4639
1365	9980	4632
1366	9986	4624
1367	9993	4617
1368	10000	4609
1369	10007	4601
1370	10015	4594
1371	10021	4587
1372	10028	4579
1373	10035	4572
1374	10042	4564
1375	10049	4557
1376	10056	4549
1377	10063	4542
1378	10070	4534
1379	10076	4527
1380	10083	4519
1381	10090	4512
1382	10097	4504
1383	10104	4497
1384	10111	4489
1385	10118	4482
1386	10124	4474
1387	10131	4467
1388	10138	4459
1389	10145	4452
1390	10152	4444
1391	10159	4437
1392	10165	4429
1393	10172	4422
1394	10179	4414
1395	10185	4406
1396	10192	4399
1397	10199	4392
1398	10207	4385
1399	10215	4377
1400	10222	4370
1401	10229	4363
1402	10236	4356
1403	10243	4348
1404	10250	4340
1405	10257	4333
1406	10264	4326
1407	10272	4318
1408	10278	4311
1409	10285	4304
1410	10292	4296
1411	10299	4289
1412	10305	4281
1413	10312	4273
1414	10319	4266
1415	10326	4258
1416	10332	4251
1417	10340	4243
1418	10346	4236
1419	10353	4228
1420	10360	4221
1421	10366	4213
1422	10373	4206
1423	10379	4198
1424	10386	4191
1425	10393	4183
1426	10400	4176
1427	10407	4168
1428	10413	4161
1429	10420	4153
1430	10427	4146
1431	10433	4138
1432	10440	4131
1433	10447	4123
1434	10454	4116
1435	10461	4108
1436	10468	4101
1437	10475	4093
1438	10481	4086
1439	10488	4078
1440	10494	4071
1441	10501	4063
1442	10508	4056
1443	10515	4048
1444	10523	4041
1445	10529	4034
1446	10537	4027
1447	10544	4019
1448	10551	4012
1449	10557	4004
1450	10565	3997
1451	10573	3990
1452	10581	3983
1453	10589	3976
1454	10597	3969
1455	10606	3962
1456	10615	3956
1457	10623	3949
1458	10631	3942
1459	10639	3935
1460	10646	3927
1461	10654	3920
1462	10662	3913
1463	10671	3906
1464	10679	3899
1465	10686	3892
1466	10693	3885
1467	10702	3878
1468	10711	3871
1469	10719	3864
1470	10727	3857
1471	10735	3850
1472	10742	3843
1473	10750	3836
1474	10757	3828
1475	10764	3821
1476	10771	3814
1477	10779	3807
1478	10786	3799
1479	10793	3792
1480	10801	3785
1481	10809	3778
1482	10816	3770
1483	10823	3763
1484	10841	3759
1485	10848	3752
1486	10855	3745
1487	10871	3740
1488	10878	3733
1489	10886	3726
1490	10893	3718
1491	10901	3711
1492	10909	3704
1493	10917	3697
1494	10925	3690
1495	10933	3683
1496	10940	3675
1497	10947	3668
1498	10955	3661
1499	10962	3654
1500	10969	3646
1501	10976	3639
1502	10983	3632
1503	10991	3624
1504	10999	3617
1505	11007	3610
1506	11014	3603
1507	11022	3596
1508	11029	3588
1509	11036	3581
1510	11044	3574
1511	11051	3566
1512	11058	3559
1513	11065	3552
1514	11073	3544
1515	11080	3537
1516	11087	3530
1517	11094	3522
1518	11101	3515
1519	11108	3508
1520	11116	3500
1521	11123	3493
1522	11130	3486
1523	11138	3478
1524	11145	3471
1525	11152	3464
1526	11160	3456
1527	11167	3449
1528	11174	3442
1529	11182	3435
1530	11189	3427
1531	11196	3420
1532	11203	3412
1533	11211	3405
1534	11218	3398
1535	11225	3391
1536	11233	3383
1537	11240	3376
1538	11247	3369
1539	11254	3361
1540	11262	3354
1541	11269	3347
1542	11277	3340
1543	11284	3332
1544	11291	3325
1545	11299	3318
1546	11307	3311
1547	11314	3303
1548	11322	3296
1549	11329	3289
1550	11336	3281
1551	11343	3274
1552	11351	3267
1553	11358	3259
1554	11366	3252
1555	11373	3245
1556	11381	3238
1557	11388	3230
1558	11395	3223
1559	11403	3216
1560	11411	3209
1561	11418	3201
1562	11426	3194
1563	11433	3187
1564	11441	3180
1565	11449	3172
1566	11456	3165
1567	11463	3158
1568	11471	3151
1569	11478	3143
1570	11485	3136
1571	11492	3129
1572	11499	3121
1573	11507	3114
1574	11514	3107
1575	11521	3099
1576	11528	3092
1577	11535	3084
1578	11543	3077
1579	11550	3070
1580	11557	3062
1581	11564	3055
1582	11571	3048
1583	11578	3040
1584	11586	3033
1585	11593	3026
1586	11600	3018
1587	11606	3011
1588	11613	3003
1589	11621	2996
1590	11628	2989
1591	11635	2981
1592	11642	2974
1593	11648	2967
1594	11655	2959
1595	11662	2952
1596	11669	2944
1597	11676	2937
1598	11682	2929
1599	11689	2922
1600	11696	2915
1601	11703	2907
1602	11709	2900
1603	11716	2892
1604	11738	2889
1605	11746	2881
1606	11754	2874
1607	11761	2867
1608	11768	2859
1609	11775	2852
1610	11781	2844
1611	11789	2837
1612	11796	2830
1613	11803	2822
1614	11810	2815
1615	11817	2808
1616	11824	2800
1617	11830	2793
1618	11837	2785
1619	11844	2778
1620	11851	2771
1621	11858	2763
1622	11865	2756
1623	11872	2748
1624	11879	2741
1625	11887	2734
1626	11894	2726
1627	11901	2719
1628	11908	2712
1629	11915	2704
1630	11922	2697
1631	11929	2689
1632	11936	2682
1633	11942	2675
1634	11949	2667
1635	11956	2660
1636	11963	2652
1637	11970	2645
1638	11977	2638
1639	12015	2637
1640	12022	2630
1641	12029	2622
1642	12036	2615
1643	12043	2607
1644	12050	2600
1645	12058	2593
1646	12065	2585
1647	12072	2578
1648	12079	2571
1649	12086	2563
1650	12093	2556
1651	12100	2549
1652	12107	2541
1653	12115	2534
1654	12122	2527
1655	12129	2519
1656	12135	2512
1657	12142	2504
1658	12149	2497
1659	12156	2489
1660	12163	2482
1661	12170	2475
1662	12177	2467
1663	12184	2460
1664	12191	2452
1665	12198	2445
1666	12206	2438
1667	12214	2431
1668	12221	2423
1669	12228	2416
1670	12236	2409
1671	12243	2401
1672	12249	2394
1673	12257	2387
1674	12264	2379
1675	12271	2372
1676	12279	2365
1677	12286	2357
1678	12293	2350
